label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
A,0.5571946501731873,0.4900158643722534,0.4413861632347107,0.41071945428848267,0.3915168046951294,0.5134291052818298,0.4941990375518799,0.4984164535999298,0.5087699890136719,0.5624011158943176,0.5459509491920471,0.5380905866622925,0.5466774702072144,0.6084742546081543,0.5986236333847046,0.5811142921447754,0.5855242013931274,0.6486719250679016,0.6409622430801392,0.6173028349876404,0.6158583760261536,0.7556840181350708,0.6857014298439026,0.5692458152770996,0.48246434330940247,0.415439635515213,0.476995050907135,0.44828706979751587,0.5311209559440613,0.567979097366333,0.4821690022945404,0.45283758640289307,0.5504127144813538,0.5745142102241516,0.506761908531189,0.47736749053001404,0.5609425902366638,0.5818455219268799,0.5430979132652283,0.5168294906616211,0.5708546042442322,0.5891758799552917,-6.193845365487505e-07,-0.030049368739128113,-0.04038361832499504,-0.05183039978146553,-0.05601945146918297,0.012706968002021313,-0.028596144169569016,-0.05231740325689316,-0.06187642365694046,0.010544434189796448,-0.031800176948308945,-0.040661271661520004,-0.03525341674685478,-0.001445398898795247,-0.04385367035865784,-0.030158579349517822,-0.008500277996063232,-0.016736555844545364,-0.035572849214076996,-0.019478581845760345,-0.0004853418795391917
A,0.5634284615516663,0.4933951199054718,0.44367489218711853,0.4156331717967987,0.3992372751235962,0.5131598114967346,0.49778783321380615,0.5025322437286377,0.5101152658462524,0.5635973811149597,0.5501786470413208,0.5432824492454529,0.5460166335105896,0.6117476224899292,0.5997488498687744,0.586492657661438,0.5872883200645447,0.655136227607727,0.6426087617874146,0.6231797933578491,0.6212619543075562,0.7521496415138245,0.6877217292785645,0.5669245719909668,0.4813145697116852,0.4127632677555084,0.4636400043964386,0.4495278000831604,0.5338517427444458,0.5698495507240295,0.46798333525657654,0.4544215798377991,0.5485242009162903,0.5733405947685242,0.4915107488632202,0.4834461808204651,0.5654328465461731,0.5832533836364746,0.5272434949874878,0.5165364742279053,0.5738552808761597,0.5886048674583435,-6.740762046320015e-07,-0.03042634390294552,-0.03815203532576561,-0.04618692398071289,-0.04693010449409485,0.015792399644851685,-0.023692132905125618,-0.04867048189043999,-0.059648752212524414,0.01393618993461132,-0.02516019716858864,-0.03626222535967827,-0.0332050584256649,0.002211144892498851,-0.03662915155291557,-0.025731142610311508,-0.007301639299839735,-0.01312414649873972,-0.029363637790083885,-0.014071234501898289,0.003463546046987176
A,0.42347458004951477,0.33043408393859863,0.24394476413726807,0.18900325894355774,0.15360835194587708,0.27258262038230896,0.23969954252243042,0.2721601128578186,0.2941177189350128,0.31626734137535095,0.28362712264060974,0.31379401683807373,0.33323001861572266,0.364240825176239,0.3351372182369232,0.35474908351898193,0.3704005181789398,0.4143691658973694,0.3850913941860199,0.3894138038158417,0.40163546800613403,0.6995069980621338,0.6848593950271606,0.6192399263381958,0.5572159290313721,0.5045857429504395,0.5066410899162292,0.47547614574432373,0.5487553477287292,0.572278618812561,0.483585387468338,0.45273974537849426,0.5441356897354126,0.5597915053367615,0.47195500135421753,0.4394388794898987,0.5286663174629211,0.5493531823158264,0.47070854902267456,0.44260716438293457,0.5086868405342102,0.5300657749176025,-7.330443168029888e-07,-0.01845848560333252,-0.022680779919028282,-0.029846349731087685,-0.030765444040298462,0.014654171653091908,-0.017974060028791428,-0.0340394601225853,-0.04053734987974167,0.008394383825361729,-0.027167009189724922,-0.03161732479929924,-0.02509394660592079,-0.005646849516779184,-0.04290967434644699,-0.02658683992922306,-0.004934864118695259,-0.021906277164816856,-0.040352825075387955,-0.02403496392071247,-0.005815013777464628
A,0.6926371455192566,0.6273819208145142,0.5711007118225098,0.541120707988739,0.5292197465896606,0.629863977432251,0.6451424360275269,0.6446839570999146,0.6396421790122986,0.6820230484008789,0.697974443435669,0.690022885799408,0.6807852983474731,0.7288622856140137,0.7482138276100159,0.7335597276687622,0.7194175124168396,0.7695162296295166,0.7829645872116089,0.7663068175315857,0.7511695623397827,0.6859430074691772,0.6353441476821899,0.5262163281440735,0.4331821799278259,0.36345764994621277,0.4274848699569702,0.3718256950378418,0.4557250738143921,0.5011695623397827,0.4293946623802185,0.37616077065467834,0.481711208820343,0.5111251473426819,0.44522401690483093,0.4012254476547241,0.49167680740356445,0.5187395811080933,0.47015392780303955,0.4282686114311218,0.49020394682884216,0.512755274772644,-6.111475272518874e-07,-0.04031645506620407,-0.05351414531469345,-0.06488820165395737,-0.06752706319093704,0.001689879922196269,-0.039161715656518936,-0.06036205217242241,-0.06762335449457169,0.00628310814499855,-0.03626278415322304,-0.04482392594218254,-0.038390323519706726,0.0007832726696506143,-0.044199470430612564,-0.03304586187005043,-0.011832639575004578,-0.007952949032187462,-0.030071696266531944,-0.01608748361468315,0.0020712194964289665
A,0.600512683391571,0.5278370976448059,0.45976385474205017,0.4190455675125122,0.40270933508872986,0.5169504284858704,0.5139461755752563,0.5216459631919861,0.5266658663749695,0.5690641403198242,0.5679776072502136,0.5681691765785217,0.5663386583328247,0.6167203187942505,0.6189992427825928,0.6115864515304565,0.6052324175834656,0.6585695147514343,0.6560415625572205,0.6442342400550842,0.6375309824943542,0.46744829416275024,0.421767920255661,0.32542943954467773,0.24183125793933868,0.17477884888648987,0.21833090484142303,0.15049032866954803,0.23476263880729675,0.2857927083969116,0.20896567404270172,0.14200876653194427,0.24846994876861572,0.29057577252388,0.21489816904067993,0.1557965874671936,0.24559567868709564,0.2808588147163391,0.23319779336452484,0.18271516263484955,0.24565324187278748,0.27365386486053467,-6.871603090985445e-07,-0.03107631206512451,-0.0413905493915081,-0.051903873682022095,-0.054598938673734665,0.007598092779517174,-0.029740752652287483,-0.05068444088101387,-0.05871747061610222,0.007231149356812239,-0.03396458551287651,-0.04416108503937721,-0.03907554969191551,-0.0018280544318258762,-0.0411871038377285,-0.028839528560638428,-0.008395482785999775,-0.013817865401506424,-0.031148551031947136,-0.014931092038750648,0.003556284122169018
A,0.5271733403205872,0.45824843645095825,0.3992827534675598,0.36395344138145447,0.33856213092803955,0.4497033357620239,0.43134593963623047,0.445514976978302,0.4578302204608917,0.4952215850353241,0.4808417558670044,0.4860459566116333,0.49226272106170654,0.5405645370483398,0.5316347479820251,0.5267418026924133,0.5288649201393127,0.5817266702651978,0.5738721489906311,0.5606827735900879,0.5570182800292969,0.7733627557754517,0.7296229004859924,0.6336659789085388,0.5638368129730225,0.5080831050872803,0.5300271511077881,0.5173683762550354,0.5891183614730835,0.6212538480758667,0.5235797166824341,0.5091670751571655,0.5991586446762085,0.6248220205307007,0.5363461971282959,0.5217519998550415,0.6030457615852356,0.6279082298278809,0.5607906579971313,0.5401958227157593,0.5964702367782593,0.6183977723121643,-6.423919103326625e-07,-0.026642795652151108,-0.033729441463947296,-0.04098454490303993,-0.04212935268878937,0.008769815787672997,-0.024311505258083344,-0.044699832797050476,-0.05365009978413582,0.007286259904503822,-0.025047048926353455,-0.03270238637924194,-0.02933494932949543,-0.0021989764645695686,-0.03759971261024475,-0.026656514033675194,-0.009099812246859074,-0.014375110156834126,-0.031681422144174576,-0.0175605621188879,-0.0009260323131456971
A,0.6955258846282959,0.6346972584724426,0.5768046379089355,0.5397565364837646,0.519352912902832,0.6269071102142334,0.6324434876441956,0.6364007592201233,0.6381423473358154,0.6747322082519531,0.6830936670303345,0.6818280220031738,0.6791415214538574,0.7185273170471191,0.7276031374931335,0.7200775742530823,0.7123578786849976,0.7568577527999878,0.7618123292922974,0.7509971857070923,0.7421838045120239,0.7905334234237671,0.7488283514976501,0.6605018973350525,0.5867950320243835,0.5274864435195923,0.5544130206108093,0.5287837386131287,0.6009967923164368,0.6345546245574951,0.5506376028060913,0.52718186378479,0.6138916611671448,0.6374615430831909,0.5613987445831299,0.5449633002281189,0.6207301616668701,0.6398252248764038,0.5814995169639587,0.5570915341377258,0.6137064695358276,0.632144033908844,-6.171331392579305e-07,-0.03117351233959198,-0.04309519752860069,-0.05371365696191788,-0.05781605839729309,0.0003449578071013093,-0.03269580379128456,-0.052223045378923416,-0.06099764630198479,0.0013248765608295798,-0.03286709636449814,-0.042015887796878815,-0.03967391699552536,-0.0052113342098891735,-0.041619110852479935,-0.032872747629880905,-0.01701955869793892,-0.014263156801462173,-0.03116495907306671,-0.017545972019433975,-0.0018051416845992208
A,0.6051285266876221,0.5317580103874207,0.4594598710536957,0.40574729442596436,0.37416911125183105,0.5017094612121582,0.5054973363876343,0.5218611359596252,0.5188388228416443,0.5535684823989868,0.554648756980896,0.5635766386985779,0.5528292059898376,0.601407527923584,0.6079890131950378,0.6082202792167664,0.5955531597137451,0.6428027749061584,0.6500517725944519,0.6428481340408325,0.6299737095832825,0.612156867980957,0.5776433348655701,0.5029052495956421,0.42469385266304016,0.36633017659187317,0.3789110779762268,0.325374037027359,0.4132325053215027,0.4417427182197571,0.3658040761947632,0.3214098811149597,0.42367035150527954,0.4323722720146179,0.3675462603569031,0.32584768533706665,0.4168895184993744,0.43391478061676025,0.3793450593948364,0.33435243368148804,0.4000954031944275,0.4233657717704773,-6.615493930439698e-07,-0.04209153726696968,-0.05692700296640396,-0.06835295259952545,-0.06926344335079193,-0.006767026614397764,-0.03806140646338463,-0.047380320727825165,-0.0493701696395874,0.001077901921235025,-0.036693375557661057,-0.041818711906671524,-0.03692932054400444,0.00059304985916242,-0.04125916585326195,-0.02856850065290928,-0.009699507616460323,-0.002890835516154766,-0.024417035281658173,-0.011057859286665916,0.004928652197122574
A,0.5887068510055542,0.5163590312004089,0.4453524649143219,0.3922412395477295,0.36074399948120117,0.4816848337650299,0.47731244564056396,0.4987519085407257,0.5019253492355347,0.5300885438919067,0.5247017741203308,0.5396409034729004,0.5347928404808044,0.5769428014755249,0.5783500671386719,0.5828996896743774,0.574537992477417,0.6182045340538025,0.6194289922714233,0.6160973310470581,0.6085590720176697,0.6446141004562378,0.6168617010116577,0.5489014387130737,0.48020270466804504,0.4267377555370331,0.43491777777671814,0.38940495252609253,0.4684295058250427,0.4985424280166626,0.4167833626270294,0.37908855080604553,0.4756609797477722,0.4865053594112396,0.4155716300010681,0.37663647532463074,0.46184343099594116,0.4780603051185608,0.42593124508857727,0.38802701234817505,0.4472494125366211,0.46511149406433105,-6.217346140147129e-07,-0.037430670112371445,-0.051282480359077454,-0.0627019926905632,-0.06472127884626389,-0.0047434545122087,-0.035121574997901917,-0.04540440812706947,-0.04818530008196831,0.0004943892126902938,-0.03425018489360809,-0.038214799016714096,-0.032965805381536484,-0.0021088402718305588,-0.040215857326984406,-0.02636243961751461,-0.007511349394917488,-0.007538011763244867,-0.025828562676906586,-0.01099304761737585,0.005450146738439798
A,0.7408819794654846,0.6744295358657837,0.6070497035980225,0.5595105290412903,0.5377855896949768,0.6479198336601257,0.6605491638183594,0.6670994162559509,0.6613988876342773,0.6981865763664246,0.710199773311615,0.7092594504356384,0.6932512521743774,0.7421619892120361,0.7581973075866699,0.7519835829734802,0.736092746257782,0.780846118927002,0.7914990782737732,0.7840020656585693,0.7706055641174316,0.4983576536178589,0.4601857662200928,0.3920110762119293,0.30980008840560913,0.24499794840812683,0.27341726422309875,0.21061065793037415,0.2934951186180115,0.33290109038352966,0.2606784403324127,0.2082052379846573,0.3058184087276459,0.32301613688468933,0.260021448135376,0.21462590992450714,0.29775485396385193,0.32052260637283325,0.2676270604133606,0.22573798894882202,0.2824392020702362,0.3043411672115326,-5.54690188891982e-07,-0.043183084577322006,-0.06110086292028427,-0.07638255506753922,-0.08147841691970825,-0.0015254970639944077,-0.03650164604187012,-0.05048869550228119,-0.05351029336452484,0.007771328091621399,-0.03215339034795761,-0.03990158066153526,-0.034523747861385345,0.00799977034330368,-0.03418019041419029,-0.025510989129543304,-0.007221538573503494,0.005150361452251673,-0.015171755105257034,-0.004466172773391008,0.010737966746091843
